code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
AAA,2014J,100407,M,London Region,HE Qualification,60-70%,35-55,2,120,N,Pass
BBB,2014J,100705,F,South East Region,Post Graduate Qualification,40-50%,0-35,0,120,N,Pass
AAA,2013J,100843,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
BBB,2014J,100860,F,South East Region,Post Graduate Qualification,30-40%,0-35,1,30,N,Pass
BBB,2014J,100639,F,Scotland,Lower Than A Level,10-20%,0-35,1,90,N,Withdrawn
BBB,2013J,100229,F,Scotland,Lower Than A Level,80-90%,0-35,0,120,N,Pass
BBB,2013J,100389,F,South East Region,HE Qualification,20-30%,35-55,1,120,N,Distinction
BBB,2013J,100761,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
BBB,2013J,100558,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
CCC,2014J,100420,M,London Region,Post Graduate Qualification,90-100%,35-55,2,120,N,Fail
CCC,2013J,100410,F,Scotland,Lower Than A Level,20-30%,35-55,2,90,N,Pass
BBB,2013J,100136,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail
BBB,2013J,100031,M,Scotland,Post Graduate Qualification,60-70%,0-35,0,90,N,Pass
AAA,2014J,100842,M,East Anglian Region,Post Graduate Qualification,20-30%,0-35,2,60,N,Fail
BBB,2013J,100516,F,North Western Region,Post Graduate Qualification,70-80%,0-35,2,60,N,Fail
AAA,2013J,100659,M,Scotland,A Level or Equivalent,80-90%,0-35,2,30,N,Fail
CCC,2014J,100832,M,North Western Region,Post Graduate Qualification,50-60%,35-55,2,120,N,Withdrawn
CCC,2013J,100438,M,South East Region,A Level or Equivalent,30-40%,55<=,1,90,Y,Distinction
BBB,2013J,100189,F,London Region,HE Qualification,0-10%,0-35,2,120,N,Pass
AAA,2014J,100129,F,South East Region,Lower Than A Level,10-20%,35-55,1,120,N,Pass
AAA,2013J,100200,M,Scotland,HE Qualification,50-60%,0-35,1,30,N,Withdrawn
CCC,2014J,100288,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
BBB,2013J,100298,M,London Region,A Level or Equivalent,30-40%,55<=,0,30,N,Withdrawn
AAA,2014J,100058,M,Scotland,Post Graduate Qualification,,0-35,1,30,N,Fail
AAA,2013J,100458,M,Scotland,A Level or Equivalent,40-50%,0-35,1,60,N,Fail
CCC,2013J,100323,F,North Western Region,HE Qualification,,0-35,1,30,N,Distinction
AAA,2013J,100515,M,London Region,HE Qualification,80-90%,35-55,2,90,N,Distinction
AAA,2014J,100655,M,Scotland,HE Qualification,0-10%,0-35,2,90,N,Pass
CCC,2013J,100606,M,Scotland,HE Qualification,,35-55,0,30,N,Distinction
AAA,2013J,100122,M,London Region,A Level or Equivalent,,35-55,2,60,N,Distinction
CCC,2014J,100407,M,Scotland,Lower Than A Level,10-20%,0-35,0,60,N,Pass
AAA,2013J,100052,F,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
